City ID,City,Country,Date,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed
1737185,Kapit,MY,1594598470,2.02,112.93,73.56200000000007,93,100,0.78
3868626,Valparaíso,CL,1594598470,-33.04,-71.63,64.4,52,100,5.83
2206874,Waipawa,NZ,1594598470,-41.41,175.52,53.00600000000003,67,75,0.89
2021017,Kysyl-Syr,RU,1594598470,63.9,122.76,70.86200000000005,62,65,1.08
1650064,Barabai,ID,1594598470,-2.58,115.38,74.19200000000001,94,100,0.45
933290,Mookane,BW,1594598470,-23.69,26.66,41.846000000000046,62,0,2.19
3628473,San Cristobal,VE,1594598359,7.77,-72.22,78.80000000000001,78,40,1.0
5110365,Broome,US,1594598470,42.25,-75.83,73.00400000000005,88,90,5.1
2121025,Srednekolymsk,RU,1594598298,67.45,153.68,70.77200000000005,46,24,3.43
1278969,Along,IN,1594598470,28.17,94.77,73.13000000000005,90,100,0.28
1264912,Limbdi,IN,1594598470,22.57,71.8,82.16600000000001,81,100,3.51
1489656,Teya,RU,1594598470,60.38,92.63,65.642,62,55,2.31
2240449,Luanda,AO,1594598021,-8.84,13.23,68.0,88,26,1.5
2598243,Soubre,CI,1594598471,5.79,-6.61,69.24199999999999,95,74,1.34
2181625,Te Anau,NZ,1594598283,-45.42,167.72,40.748000000000026,76,4,0.24
6166142,Thunder Bay,CA,1594598471,48.4,-89.32,75.2,53,75,3.6
1122464,Taywarah,AF,1594598471,33.35,64.42,49.766000000000005,54,0,2.6
2469252,Menzel Salem,TN,1594598471,35.86,8.48,78.80000000000001,44,0,3.1
6111862,Port Hardy,CA,1594598417,50.7,-127.42,57.2,82,75,2.6
2455517,Kayes,ML,1594598471,14.0,-11.0,83.48000000000005,66,42,2.64
2077895,Alice Springs,AU,1594598471,-23.7,133.88,51.998000000000026,57,0,5.07
